"reportante","tipo_de_testiga","tipo_de_victima","edad_victima","sexo_asignado_nacer","identidad_genero","orientacion_sexual","expresion_genero","tipo_de_agresora","tipo_de_agresion","subtipo_de_agresion","descripcion_incidente","dia_incidente","hora_incidente","fecha_reporte_visible","entidad","ciudad","tipo_de_lugar","subtipo_de_lugar","latitud","longitud","reporte_previo","reporte_previo_quien","satisfaccion_reporte_previo","razon_no_reporte_previo","estado_civil","nacionalidad","escolaridad","ocupacion","ingreso","seguridad_social","identidades","id"
"Testiga","Reporte Amicus","Determinada","De 18 a 25 años","Hombre","Mujer trans","No reportada","Femenina","Medio de comunicación o periodista","Otra discriminación","La víctima fue cubierta en una nota de prensa que la discrimina por su orientación sexual, identidad o expresión de género","Asesinaron a una mujer transexual y el medio de noticias llamado Notiver de Veracruz usa frases como: 'lo matan a golpes', 'Un hombre fue encontrado muerto', 'la víctima, que tenía aspecto de homosexual'. https://www.notiver.com.mx/lo-matan-a-golpes-2/",2021-05-06,"00:01:00",2021-11-30 19:00:09,"Veracruz","Veracruz","Redes sociales o medios de comunicación","Medio de comunicación",19.1333036,-96.1275484,"No",,,"Reporte Amicus",,,,,,,,4504
"Testiga","Reporte Amicus","Determinada","De 18 a 25 años","Hombre","Mujer trans","No reportada","Femenina","Persona no identificada","Asesinato","La víctima fue asesinada","Mujer trans fue asesinada. La golpearon, la torturaron y le dispararon en la cabeza.  https://novedadesaca.mx/asesinan-a-un-joven-de-la-comunidad-gay-en-benito-juarez/ ",2021-05-20,"00:01:00",2021-11-30 19:07:56,"Guerrero","Benito Juárez","Público","Vía pública o parque público",17.0922128,-100.5163535,"No",,,"Reporte Amicus",,,,,,,,4506
"Testiga","Reporte Amicus","Determinada","De 18 a 25 años","Hombre","Mujer trans","No reportada","Femenina","Medio de comunicación o periodista","Otra discriminación","La víctima fue cubierta en una nota de prensa que la discrimina por su orientación sexual, identidad o expresión de género","Medio de comunicación de Guerrero cubre la nota de una mujer trans asesinada llamándola como si fuera hombre. Ejemplos de frases: 'Asesinan a un joven de la comunidad gay en Benito Juárez', 'un joven miembro de la comunidad Lésbico, Gay, Bisexual, Transexual, Transgénero, Travesti e Intersexual (LBGTTTI)', 'fue encontrado asesinado', 'el joven vestía ropa de mujer'. https://novedadesaca.mx/asesinan-a-un-joven-de-la-comunidad-gay-en-benito-juarez/",2021-05-20,"00:01:00",2021-11-30 19:09:17,"Guerrero","Acapulco","Redes sociales o medios de comunicación","Medio de comunicación",16.8567343,-99.8949625,"No",,,"Reporte Amicus",,,,,,,,4507
"Testiga","Reporte Amicus","Determinada","De 18 a 25 años","Hombre","Mujer trans","No reportada","Femenina","Medio de comunicación o periodista","Otra discriminación","La víctima fue cubierta en una nota de prensa que la discrimina por su orientación sexual, identidad o expresión de género","Un medio de Naucalpan cubre la nota de una mujer trans asesinada refiriéndose a ella como un hombre. Ejemplos de frases: 'fue torturado y apuñalado en el interior de su domicilio', 'hallaron el cadáver de un hombre', 'comenzaron a pensar que el hombre había muerto'. https://www.tribuna.com.mx/seguridad/2021/5/30/fuertes-imagenes-crimen-de-odiotorturan-apunalan-un-travesti-en-su-propiacasa-251517.html",2021-05-30,"00:01:00",2021-11-30 19:11:12,"Estado de México","Naucalpan","Redes sociales o medios de comunicación","Medio de comunicación",19.424937,-99.2577526,"No",,,"Reporte Amicus",,,,,,,,4508
"Testiga","Solidaria","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Neutra","Compañera de escuela","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Un compañero de la escuela expuso la vida privada de una persona conocida que es gay.",2021-11-09,"10:00:00",2021-11-30 19:12:38,"Michoacán","Ciudad Hidalgo","Público","Escuela o Universidad pública",19.689748390931,-100.55539161746,"No",,,"Creo que no habrá consecuencias de la denuncia","Unión libre","Mexicana","Preparatoria","Estudiante",,"IMSS","Católica",4509
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco masculina","Doctora, psicóloga, enfermera o personal de salud","Impedimento de entrada, negación de servicios o derechos","La víctima fue negada en la prestación de servicios de salud","Me dieron las indicaciones para donar sangre y dice 'no tener relaciones homosexuales o bisexuales en ningún momento de la vida' y me dejaron verbalmente específicamente que tener relaciones homosexuales es motivo para no ser donante de sangre.",2021-11-23,"18:00:00",2021-11-30 19:14:49,"Guanajuato","San Luis de la Paz","Privado","Hospital o clínica privada",21.2975157,-100.5151752,"No",,,"No sabía en dónde denunciarlo",,,,,,,,4513
"Testiga","Reporte Amicus","Indeterminada",,"Hombre",,"Gay",,"Persona no identificada","Verbal","La víctima fue agredida verbalmente","Un director técnico de futbol es acusado en Twitter porque al inicio de una conferencia dijo que 'si había viejas o maricones para darles la palabra primero'. https://twitter.com/garza_onofre/status/1457776747198382085",2021-11-08,"00:01:00",2021-11-29 23:40:57,"Chihuahua","Ciudad Juárez","Privado","Centro deportivo",31.6903638,-106.4245478,"No",,,"Reporte Amicus",,,,,,,,4526
"Testiga","Reporte Amicus","Indeterminada",,"Hombre","Mujer trans",,,"Persona no identificada","Verbal","La víctima fue agredida verbalmente","Usuaria en twitter denuncia a otra usuaria que comenta que 'tan pronto se realicen los transplantes de útero será el holocausto de las mujeres nacidas con útero'. https://twitter.com/DricardoGR/status/1459022277039828994",2021-11-11,"00:01:00",2021-11-29 23:49:08,"Nacional",,"Redes sociales o medios de comunicación","Redes sociales",23.634501,-102.552784,"No",,,"Reporte Amicus",,,,,,,,4531
"Personal","Personal","Determinada","De 12 a 17 años","Mujer","Hombre trans","Heterosexual","Masculina","Familiar o cohabitante","Expulsión del hogar","La víctima fue expulsada de su casa","Me corrieron de mi casa hace un año por ser trans. Vivo en la calle. No tengo estudios.",2020-12-10,"18:00:00",2021-11-30 17:21:35,"Jalisco","Zapopan","Privado","Casa propia o casa familiar",20.6719563,-103.416501,"Si","Autoridad gubernamental",2,,,,,,,,,4556
"Testiga","Reporte Amicus","Indeterminada",,"Hombre","Mujer trans",,,"Servidora pública","Verbal","La víctima fue agredida verbalmente","Diputada local comparte imagen en Twitter que dice: 'Enséñales a tus hijos a ser hombres antes de que nuestros enemigos les enseñen a ser mujeres'. La imagen compara a un niño con vestimenta militar en la época nazi y a un niño con un vestido con la bandera LGBTI. https://www.homosensual.com/lgbt/impune-elsa-mendez-continua-difundiendo-discurso-de-odio/",2021-11-16,"00:01:00",2021-11-30 20:13:04,"Querétaro","Querétaro","Redes sociales o medios de comunicación","Redes sociales",20.5887932,-100.3898881,"No",,,"Reporte Amicus",,,,,,,,4599
"Testiga","Reporte Amicus","Indeterminada",,,,"Personas no heterosexuales",,"Servidora pública","Verbal","La víctima fue agredida verbalmente","Diputado federal comenta que las personas de la diversidad solo opinan sobre su sexualidad. Específicamente, tuiteó lo siguiente: '¿Por qué, al parecer, las personas de la diversidad sexual no tienen otro interés, tema u opinión más allá de su sexualidad y temas inherentes y conexos?' https://twitter.com/g_quadri/status/1461464322199236613",2021-11-18,"16:40:00",2021-11-30 20:13:38,"Ciudad de México","Coyoacán","Redes sociales o medios de comunicación","Redes sociales",19.3437444,-99.1561883,"No",,,"Reporte Amicus",,,,,,,,4600
"Testiga","Reporte Amicus","Determinada","De 36 a 40 años","Hombre","Mujer trans","Heterosexual","Un poco femenina","Persona no identificada","Verbal","La víctima fue agredida verbalmente","Un comunicador sube una foto en Twitter con su pareja que es mujer trans y ella recibe insultos como: 'te fuiste a traer un caballo del zócalo', 'cuál la tendrá más grande', 'se ve rico el traveco', '¿es hombre?'",2021-11-20,"19:00:00",2021-11-30 20:14:06,"Nacional",,"Redes sociales o medios de comunicación","Redes sociales",23.634501,-102.552784,"No",,,"Reporte Amicus",,,,,,,,4601
"Testiga","Reporte Amicus","Determinada","De 26 a 30 años","Hombre","No reportada","Gay","Un poco masculina","Persona no identificada","Económica","La víctima fue agredida económicamente","Un joven gay fue víctima de robo por parte de una persona que conoció a través de la app de ligue Grindr, quien utilizó una droga como modus operandi para sedarlo. Como consecuencia del robo, la víctima perdió objetos personales cuyo valor acumulado ronda los 50 000 pesos. https://www.homosensual.com/lgbt/gay/victima-de-robo-en-grindr-alerta-sobre-modus-operandi/",2021-11-17,"23:00:00",2021-11-30 20:14:18,"Hidalgo","Mineral de la Reforma","Privado","Casa propia o casa familiar",20.0458188,-98.7211757,"No",,,"Reporte Amicus",,,,,,,,4602
"Testiga","Reporte Amicus","Indeterminada",,,"Personas trans",,,"Policía, tránsito o MP","Física","La víctima fue agredida físicamente","Policía de la Ciudad de México lanza gas en marcha de Memoria Trans para que no avance por Insurgentes. https://twitter.com/SoyHomosensual/status/1462142347181965316?s=20",2021-11-20,"14:00:00",2021-11-30 20:14:30,"Ciudad de México","Cuauhtémoc","Público","Vía pública o parque público",19.4301322,-99.1691413,"No",,,"Reporte Amicus",,,,,,,,4603
"Testiga","Reporte Amicus","Determinada","De 36 a 40 años","Hombre","Mujer trans","No reportada","Femenina","Persona no identificada","Asesinato","La víctima fue asesinada","Mujer trans fue asesinada en su propio domicilio en Uxpanapa, Veracruz. De acuerdo con medios locales, el crimen ocurrió alrededor de las 5 am. Junta a ella, fue asesinada un hombre cuya identidad no ha sido revelada. https://www.homosensual.com/lgbt/trans/asesinan-balazos-mama-osa-cesi-de-rosas-mujer-trans-veracruz/",2021-11-21,"17:40:00",2021-11-30 20:15:01,"Veracruz","Uxpanapa","Privado","Casa propia o casa familiar",17.2097197,-94.201305,"No",,,"Reporte Amicus",,,,,,,,4604
"Testiga","Reporte Amicus","Determinada","De 26 a 30 años","No reportado","No reportada","Lesbiana","Femenina","Patrona o fuente de ingreso pública","Laboral","La víctima fue sancionada o despedida injustificadamente","Una policía de Tlaxco fue despedida debido a su orientación sexual. En días anteriores, también se le cometieron otras violaciones a sus derechos humanos y laborales al no pagar su salario a pesar de haber contraído COVID-19 durante el trabajo. https://www.homosensual.com/mercado-lgbt/laboral/despiden-a-mujer-policia-en-tlaxcala-por-ser-lgbt/",2021-11-20,"00:01:00",2021-11-30 20:15:17,"Tlaxcala","Tlaxco","Público","Estación de policía o Ministerio Público",19.61766,-98.1174721,"No",,,"Reporte Amicus",,,,,,,,4605
"Testiga","Reporte Amicus","Determinada","De 12 a 17 años","No reportado","No reportada","Gay","Un poco femenina","Maestra o personal educativo","Psicológica","La víctima fue agredida psicológicamente","Un estudiante de prepa acudió a la clase con las uñas pintadas y la docente lo reprendió frente a sus compañeros de clases. La maestra expuso, asimismo, la orientación sexual del estudiante en redes sociales y grupos de Whatsapp. La familia del estudiante no lo apoya y de hecho dice que su hijo 'está enfermo'. https://www.homosensual.com/lgbt/culiacan-prepa-violenta-a-estudiante-lgbt-y-madre-lo-permite/",2021-11-08,"00:01:00",2021-11-30 20:15:30,"Sinaloa","Culiacán","Privado","Escuela o Universidad privada",24.805924,-107.434954,"No",,,"Reporte Amicus",,,,,,,,4606
"Testiga","Reporte Amicus","Indeterminada",,,,"Personas no heterosexuales",,"Persona no identificada","Verbal","La víctima fue agredida verbalmente","Una persona realiza una reseña sobre Reforma 222 en la que dice: 'Es un lugar agradable, hay de todo, es un lugar para pasar un rato agradable, pero ojo si eres homofóbico no es un buen lugar, esta gente se reúne en esa plaza y se comporta deplorablemente, lástima de lugar'.",2021-11-26,"00:01:00",2021-11-30 20:15:42,"Ciudad de México","Cuauhtémoc","Redes sociales o medios de comunicación","Redes sociales",19.4286725,-99.1616682,"No",,,"Reporte Amicus",,,,,,,,4607
"Testiga","Servidora pública","Determinada","De 26 a 30 años","Hombre","Mujer trans","Heterosexual","Muy femenina","Persona no identificada","Psicológica","La víctima fue agredida psicológicamente","La víctima asistió a un punto de encuentro, donde conoció a un chico que le invitó a su casa, caminaron un par de cuadras de distancia del parque cuando él le arrancó el bolso con dinero, celular e identificaciones personas de la víctima.",2021-07-21,"23:00:00",2021-12-11 01:34:29,"Hidalgo","Pachuca","Público","Vía pública o parque público",20.1173542,-98.7307177,"No",,,"Me lo contó la víctima y no quiere que se sepa",,,,,,,,4699
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Un poco femenina","Patrona o fuente de ingreso privada","Laboral","La víctima fue sancionada o despedida injustificadamente","El dueño solicitó mi baja debido a mi orientación sexual.",2021-11-16,"18:00:00",2021-12-11 01:35:19,"Jalisco","Guadalajara","Privado","Empresa u oficina privada",20.6390832,-103.351103,"No",,,"Tengo miedo de denunciar",,,,,,,,4700
"Personal","Personal","Determinada","De 12 a 17 años","Hombre","Mujer trans","Bisexual","Un poco femenina","Vecina","Psicológica","La víctima fue agredida psicológicamente","Me dijo pinche joto ojalá te mueras de VIH, y me dice a diario joto.",2021-11-18,"15:00:00",2021-12-11 01:36:45,"Nayarit","San Blas","Privado","Casa ajena",21.5355202,-105.1197744,"No",,,"Tengo miedo de denunciar",,,,,,,,4701
"Personal","Personal","Determinada","De 18 a 25 años","Mujer","Mujer cis","Lesbiana","Femenina","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","Mi madre se enteró de que tengo una relación amorosa con una chica y ella comenzó a criticarme, a llenarme de groserías e incluso me amenazó con sacarme de la escuela (particular) si no cambiaba mi orientación sexual. Me obligó a ir a la iglesia e incluso me envió a un campamento religioso.",2021-12-09,"18:50:00",2021-12-11 01:38:07,"Estado de México","Metepec","Privado","Casa propia o casa familiar",19.2528864,-99.598551,"No",,,"No sabía en dónde denunciarlo",,,,,,,,4718
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Neutra","Empleada de establecimiento comercial o profesionista","Económica","Económica","Al solicitar el costo de las habitaciones se nos mencionó a mi pareja y a mí que la habitación para dos hombres es con un costo mayor.",2020-02-11,"21:00:00",2021-12-11 01:39:27,"Veracruz","Xalapa","Privado","Hotel",19.5281366,-96.9231567,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,4720
"Testiga","Reporte Amicus","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Masculina","Patrona o fuente de ingreso pública","Laboral","La víctima fue sancionada o despedida injustificadamente","Militar gay fue relevado de su cargo como soldado y se le asignó un puesto como oficinista después de haber sido diagnosticado con VIH. En fechas posteriores, se le relegó de operativos del Plan DN-III y ha recibido tanto insultos homofóbicos como serofóbicos. https://www.homosensual.com/sexualidad/vih/ojala-te-mueras-ejercito-mexicano-a-militar-gay-con-vih/ ",2009-12-01,"00:01:00",2021-12-11 01:40:02,"Nacional",,"Público","Oficina de Gobierno",23.634501,-102.552784,"No",,,"Reporte Amicus",,,,,,,,4721
